Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
378e3cb2-635b-8793-a732-092fe074d92a,1974-05-03,,999-51-5257,S99944685,X99231038X,Mr.,Bob965,Oswaldo857,Mohr916,,,S,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,497 Swift Gateway Suite 11,Newton,Massachusetts,Middlesex County,25017,02466,42.33220347958331,-71.247675209183,217205.04,138751.02,36175
dc65f29e-b2e6-13d2-efc0-e8eefbe3a96f,1955-01-07,2000-09-14,999-97-3258,S99926277,X43404512X,Mr.,Teodoro374,,Douglas31,,,S,asian,nonhispanic,M,Incheon  Incheon  KR,831 Murphy Way,Cambridge,Massachusetts,Middlesex County,25017,02141,42.366317620458815,-71.15025346876403,7930.60,143619.79,3674
cc181203-4e3d-3f4d-9121-e78da2a24177,1972-06-05,,999-69-4628,S99996888,X70075429X,Ms.,Lakita48,Jacquelin132,Langosh790,,,S,white,nonhispanic,F,Mansfield  Massachusetts  US,784 Stark Brook Unit 44,Holden,Massachusetts,Worcester County,,00000,42.324704684867044,-71.82992865029159,653359.86,597233.82,45405
371f375d-0df2-3d30-24e4-21b348c1595e,1973-08-18,,999-12-8464,S99972183,X19872447X,Mrs.,Iris667,Vernetta697,Daugherty69,,Stracke611,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,1003 Sporer Forge Unit 15,Northwest Harwich,Massachusetts,Barnstable County,,00000,41.644798448448654,-70.11294472278638,20962.85,1014649.65,11150
b26e6e76-cec0-791d-3099-1f92dadd4478,2020-10-25,,999-26-4273,,,,Gerry91,Truman805,Nicolas769,,,,white,nonhispanic,M,Raynham  Massachusetts  US,675 Rice Tunnel,Sutton,Massachusetts,Worcester County,,00000,42.11388145132448,-71.73653486705136,8900.87,8274.52,87479
d7d202bc-40dd-f6ba-c007-29cac34d65fd,2020-06-08,,999-61-6129,,,,German382,Clinton763,Hegmann834,,,,white,nonhispanic,M,Lynn  Massachusetts  US,149 Williamson Avenue Unit 14,Orange,Massachusetts,Franklin County,25011,01364,42.57235781011277,-72.27158881422172,13592.50,0.00,44485
b57537a8-29d4-d203-d827-1437e6c50e4e,2019-03-28,,999-86-7180,,,,Isaias604,Antwan357,Gaylord332,,,,asian,nonhispanic,M,Somerville  Massachusetts  US,1002 D'Amore Track,Plymouth,Massachusetts,Plymouth County,25023,02360,41.887072589054306,-70.60557316216534,1050.00,14992.41,22506
02568867-b05d-23c4-923b-6550f7b35f7a,1950-07-15,1951-12-23,999-76-8189,,,,Robt687,Nick779,Moen819,,,,white,nonhispanic,M,Somerville  Massachusetts  US,846 Schamberger Mill,Westfield,Massachusetts,Hampden County,25013,01086,42.1235389304605,-72.74512187564487,14451.67,14704.61,68727
f547a2b8-dc72-c040-aaa3-d053607bbb04,1921-06-24,1925-04-18,999-68-6755,,,,Diana207,Amber507,Langosh790,,,,white,nonhispanic,F,Bridgewater  Massachusetts  US,540 Crona Meadow,Saugus,Massachusetts,Essex County,25009,01906,42.4373720202082,-70.99954947902243,40789.96,0.00,62575
be2d1f1b-5b17-bf23-25fa-0a88ea90009e,2000-06-05,,999-26-4136,S99962452,X00062728X,Mr.,Shelton25,Mohamed943,Schuster709,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,646 Balistreri Parade,Worcester,Massachusetts,Worcester County,25027,01603,42.21285297601864,-71.76537764868235,5033.44,66349.06,15399
a10d81a5-3030-b945-2080-d275c015e021,2017-04-20,,999-88-2984,,,,Cherelle538,Claris36,Hickle134,,,,white,nonhispanic,F,Monument Beach  Massachusetts  US,819 Heller Boulevard,Boston,Massachusetts,Suffolk County,25025,02108,42.2467827475449,-71.09459974683942,14049.64,13232.30,120147
50dab16b-88ed-a603-68aa-ac4088352c89,2019-08-09,,999-72-1614,,,,Hortensia953,Merlene950,Heller342,,,,white,nonhispanic,F,Quincy  Massachusetts  US,732 Lynch Bridge,Norton,Massachusetts,Bristol County,,00000,41.94410464503473,-71.23072839821515,17507.04,5354.79,49555
78b71512-abcf-28c2-67d5-a2796c298bf3,2001-11-17,,999-64-7741,S99922952,X92451112X,Ms.,Lorine399,Mathilda200,Toy286,,,,white,nonhispanic,F,Berlin  Berlin  DE,539 Bartell Spur Suite 55,Ware,Massachusetts,Hampshire County,25015,01082,42.34756920284412,-72.31465390725359,254115.23,15508.62,47892
2cff4837-e74c-f44f-3f52-3b8e72f207b1,2005-03-26,2007-02-22,999-77-6356,,,,Randee35,Tyesha844,Moore224,,,,black,nonhispanic,F,Malden  Massachusetts  US,841 Mraz Forge Suite 10,Leicester,Massachusetts,Worcester County,,00000,42.28694536318466,-71.91183161769892,17875.89,4279.94,43992
c9d36c46-d1d3-0cf0-e0b1-6077a8030e16,1989-06-05,,999-51-9522,S99934831,X71806521X,Mrs.,Song837,Janene3,Emmerich580,,Cassin499,M,white,nonhispanic,F,Weymouth  Massachusetts  US,912 Frami Grove Suite 54,Melrose,Massachusetts,Middlesex County,25017,02176,42.49205400377982,-71.02816398790897,671822.09,348831.23,83218
f4904c98-8761-e68a-8700-767de27ef923,2007-11-17,,999-59-2653,S99939243,,Mr.,Emery884,Terrence276,Barrows492,,,,white,nonhispanic,M,Toulouse  Occitanie  FR,998 Carter Lane Suite 92,Cambridge,Massachusetts,Middlesex County,25017,02139,42.390635885868114,-71.09338802894668,63108.15,12679.32,113576
486728ed-ef96-c2ca-3d8f-83e080f4cc93,2023-03-12,,999-36-4893,,,,Kerrie266,Anette189,Mraz590,,,,black,nonhispanic,F,Marlborough  Massachusetts  US,1073 Kshlerin Green,Rockland,Massachusetts,Plymouth County,,00000,42.131387153650635,-70.90977897306277,17086.80,20597.31,52049
6e3d2c0f-2c73-b781-25ba-32d50c9ef891,1979-09-17,,999-68-2437,S99944681,X71551798X,Mr.,Rigoberto443,Rudy520,Schimmel440,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,751 Muller Trail,West Dennis,Massachusetts,Barnstable County,25001,02670,41.70581605779281,-70.18808512950822,108745.50,40164.37,872075
1c99bf48-95a0-7788-2273-4dccbcff2c2c,1969-09-15,,999-37-6857,S99975270,X50575685X,Ms.,Lashell363,Alba338,Raynor401,,,S,white,nonhispanic,F,Boston  Massachusetts  US,142 Yost Lodge,Leominster,Massachusetts,Worcester County,25027,01453,42.503483987302054,-71.80759289300053,19678.76,1254851.01,15003
37f4e232-e2b9-31b2-b8f4-63b14f4bd67e,1975-10-15,,999-15-8798,S99989293,X33306116X,Mrs.,Fernanda589,Evangeline16,Wolff180,,Tremblay80,M,white,nonhispanic,F,Boston  Massachusetts  US,775 O'Conner Loaf Suite 77,Seekonk,Massachusetts,Bristol County,,00000,41.81386851380878,-71.28399195690206,362738.03,707720.77,147233
e9218fbd-d13c-6113-32b6-3289d5ed3273,1978-02-18,,999-50-3037,S99939712,X20906520X,Mrs.,Dyan186,,Russel238,,Hudson301,M,black,nonhispanic,F,Seekonk  Massachusetts  US,476 Murphy Track,Methuen,Massachusetts,Essex County,25009,01844,42.66925760107035,-71.12045860703797,415514.19,112163.71,110
887bd90d-232e-c3f4-0ac6-147482a38c10,1994-04-13,,999-12-4858,S99983231,X24636537X,Mr.,Emory494,Major265,Daugherty69,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,892 Halvorson Course,Shrewsbury,Massachusetts,Worcester County,,00000,42.28877086636124,-71.68438658530943,73800.18,8146.85,71462
a8702883-b47c-daac-95f8-578a8892a313,1988-02-04,2023-09-03,999-91-1997,S99937361,X67316057X,Ms.,Teri144,Charmaine338,Powlowski563,,,S,white,nonhispanic,F,Palmer  Massachusetts  US,1058 Mayert Light Suite 92,Chelsea,Massachusetts,Suffolk County,25025,02150,42.35564095435148,-70.98927406938232,24217.56,1491206.22,12063
87bd14e1-40d6-d9a5-f646-7b5e55b2da9b,1975-05-25,,999-39-6705,S99975736,X40943534X,Mr.,Eddy900,Emery884,Kutch271,,,D,white,nonhispanic,M,Marlborough  Massachusetts  US,886 Haag Landing Apt 70,Boston,Massachusetts,Suffolk County,25025,02109,42.288966273843045,-71.0902860470199,154854.66,29062.90,27413
a80c7eda-5e28-d31e-5c34-471599e77406,2005-03-26,,999-88-1036,S99988475,X96826510X,Ms.,Jesse626,Kenyetta225,Stracke611,,,,black,nonhispanic,F,Brookline  Massachusetts  US,687 Rowe Branch Apt 8,Leicester,Massachusetts,Worcester County,,00000,42.24664898164292,-71.90560607196447,73475.59,119214.18,43992
6e809ed0-be5f-2ae5-0bff-7a96012ba03b,1951-03-04,,999-43-2853,S99976889,X78599834X,Mrs.,Masako522,,Fahey393,,Pacocha935,D,white,nonhispanic,F,Hanover  Massachusetts  US,591 Cassin Annex,Milton,Massachusetts,Norfolk County,25021,02186,42.256540753669704,-71.1096174597477,327460.15,1773854.15,191981
8af82acc-b65a-659b-d678-566bef238dd9,2014-05-03,,999-85-6327,,,,Gearldine455,Mariette443,Casper496,,,,white,nonhispanic,F,Westminster  Massachusetts  US,202 Nitzsche Quay,Holyoke,Massachusetts,Hampden County,25013,01040,42.236670107813076,-72.59896817083613,2787.62,42602.19,24105
81cceed4-235e-1775-976d-29140fa47a46,1950-07-15,,999-22-2684,S99970286,X09470047X,Mr.,Santos184,Jermaine675,Ondricka197,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,473 Armstrong Rapid,Westfield,Massachusetts,Hampden County,25013,01085,42.10463894063928,-72.73018224062314,196526.69,108258.19,68727
ac3f694c-3c79-77d1-228a-e2737736700c,1955-01-07,,999-71-6433,S99911384,X12115979X,Mr.,Richie600,Neal874,Stanton715,,,M,asian,nonhispanic,M,Daegu  Daegu  KR,1027 Bogisich Orchard,Cambridge,Massachusetts,Middlesex County,25017,02139,42.39061829583827,-71.0487600350223,14915.54,343356.93,3674
8f76eb93-1f83-61ed-bbc9-f5c731ded253,2005-09-06,,999-37-9280,S99984329,X47366445X,Mr.,Garrett899,Orlando897,Sporer811,,,,white,nonhispanic,M,Quincy  Massachusetts  US,1051 Abbott Corner Suite 28,North Attleborough,Massachusetts,Bristol County,,00000,41.98813231100072,-71.365797389258,38067.19,637707.93,90371
f0d8b7b6-9839-3877-513a-9c6cd0e422f7,1971-08-25,,999-57-5159,S99990143,X09245278X,Mr.,Vern731,Linwood526,Schmidt332,,,M,white,nonhispanic,M,Lenox  Massachusetts  US,720 Mohr Lane,Burlington,Massachusetts,Middlesex County,25017,01803,42.508349664030725,-71.2551552952713,139305.68,90204.01,31000
600f95a8-6a5f-78be-4980-0e14d37df777,2005-09-06,,999-81-3940,S99922695,X07008156X,Mr.,Lawerence6,Mac103,Welch179,,,,white,nonhispanic,M,Brookline  Massachusetts  US,151 Dibbert Gate Suite 52,Abington,Massachusetts,Plymouth County,25023,02351,42.084325325144476,-71.00268019575518,58200.03,2738.36,85341
9bf86267-f64c-f52f-009b-466c800e069c,1926-09-17,2016-07-12,999-20-8048,S99959315,X61628326X,Mrs.,Gilma310,Erna640,Goyette777,,Lemke654,D,white,nonhispanic,F,South Hadley  Massachusetts  US,543 Nikolaus Well,Framingham,Massachusetts,Middlesex County,25017,01702,42.29224594331387,-71.45848373639448,22230.91,1251100.61,20426
c01c9fd6-9f63-b462-439d-b6c83af4c445,1938-12-09,,999-67-6735,S99955712,X50915601X,Mrs.,Allison818,Verena947,Herzog843,PhD,Krajcik437,M,white,nonhispanic,F,Marlborough  Massachusetts  US,756 Beatty Skyway,Medfield,Massachusetts,Norfolk County,25021,02052,42.19636906796859,-71.27186543486265,692108.70,293779.34,118851
65b17ea4-3c42-249b-0af5-1e933ec2618e,1982-04-16,,999-87-5917,S99988089,X35994933X,Ms.,Noma845,Briana139,Hauck852,,,S,black,nonhispanic,F,Groveland  Massachusetts  US,689 Kulas Stravenue Unit 56,Malden,Massachusetts,Middlesex County,25017,02148,42.41903400314777,-71.03616250102264,129167.59,318144.21,34388
824e80e7-b919-a05f-f09f-5f9c821703cd,1924-12-24,2015-01-06,999-57-9523,S99919504,X68266732X,Mrs.,Oretha285,Arlene209,Maggio310,,Jacobs452,M,white,nonhispanic,F,Andover  Massachusetts  US,218 Swift Dam,Ipswich,Massachusetts,Essex County,25009,01938,42.66960917065135,-70.79610001651268,908546.19,414381.31,71353
c0d59ad6-f906-6818-d8bb-371a4e6d831f,2024-06-15,,999-82-9662,,,,Walter473,Karin721,Kerluke267,,,,white,nonhispanic,F,Boston  Massachusetts  US,807 Hickle Street Suite 87,Everett,Massachusetts,Middlesex County,25017,02149,42.37701674640696,-71.08251048646356,441.72,6398.34,26159
4ba7a1b2-d306-9658-a3e8-ffaa6547d285,1947-12-18,,999-45-2478,S99954859,X58416120X,Mrs.,Bernadette714,Junita557,Lehner980,,Fahey393,M,white,nonhispanic,F,Peabody  Massachusetts  US,913 Strosin Parade,Weymouth,Massachusetts,Norfolk County,25021,02189,42.22104179167655,-70.97973759876926,1052059.18,892815.37,72719
3357a758-4e05-cde7-710f-db399a157014,1968-11-12,,999-66-6361,S99952161,X02697523X,Mrs.,Yi864,Leanora120,Dibbert990,,Gulgowski816,M,asian,hispanic,F,Boston  Massachusetts  US,212 Leannon Well,Boston,Massachusetts,Suffolk County,25025,02124,42.333870282574175,-71.13824751561714,17169.22,1116156.32,15023
5183bb59-760e-f2ff-f05b-0adc2baffdcf,1997-01-03,1999-01-08,999-87-2736,,,,Bonita405,,Heaney114,,,,white,hispanic,F,Barnstable  Massachusetts  US,615 Sporer Annex,Weston,Massachusetts,Middlesex County,,00000,42.36221041359912,-71.28053926125547,13550.23,23538.01,159944
f64717ee-1e9d-20e7-0b15-b37767b56f29,1942-05-19,,999-10-5164,S99930850,X57156551X,Mrs.,Dennis979,,Spinka232,,Rath779,M,white,nonhispanic,F,Paxton  Massachusetts  US,931 Kiehn View,Boston,Massachusetts,Suffolk County,25025,02118,42.33155838074469,-71.02013342832677,30560.12,1202495.38,753
5c1af5b4-55c5-e6ef-abac-2b6387290995,2001-02-23,,999-27-4766,S99951300,X85224471X,Mr.,Andreas188,Jorge203,Sipes176,,,,white,nonhispanic,M,Lynn  Massachusetts  US,700 Labadie Mews,Boston,Massachusetts,Suffolk County,25025,02132,42.26996205807389,-71.06301143454911,85745.89,1717.63,142428
318d3822-4871-230c-8411-02b4f48ff3ac,1991-03-28,,999-95-1507,S99941160,X63716147X,Ms.,Cheree978,Adeline686,Kuhn96,,,S,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,755 Mayer Gate Unit 30,Boston,Massachusetts,Suffolk County,25025,02131,42.37759345836112,-71.08258055737899,12328.00,1039179.91,12927
98e9126c-4afa-ed1c-5f6f-fd555c86041e,1977-06-25,,999-94-3691,S99914323,X44641953X,Mrs.,Ana Luisa894,,Arredondo74,,Delatorre612,M,white,hispanic,F,Marigot  Saint Andrew Parish  DM,122 Bergnaum Stravenue,Holyoke,Massachusetts,Hampden County,25013,01040,42.171616957328624,-72.65889179025301,102000.90,1435926.89,686
2c840788-0789-807c-ab65-e3c61f7694f1,1993-02-10,,999-68-9898,S99970968,X26453627X,Mrs.,Marisol435,Lola232,Roque844,,Alcala54,M,white,hispanic,F,La Paz  Baja California  MX,353 Von Landing,Boston,Massachusetts,Suffolk County,25025,02134,42.36755282329872,-71.02004865619193,220459.48,651594.57,107929
8533b0e3-001c-956d-315f-3bb9b7e4bb58,1953-09-03,2019-10-20,999-61-4597,S99975524,X26093244X,Mr.,Kendall673,Dewayne363,Moore224,,,S,white,nonhispanic,M,Lynn  Massachusetts  US,1023 Pacocha Rapid Apt 86,Fiskdale,Massachusetts,Worcester County,25027,01518,42.140022549302905,-72.12845923232678,117135.32,710983.76,147816
cffa0fc3-93c9-aedd-60d7-170b7bc0ff94,2007-08-07,,999-64-5207,S99967115,,Mr.,Nelson403,,Hermann103,,,,white,nonhispanic,M,Bedford  Massachusetts  US,799 Yost Fork,Fall River,Massachusetts,Bristol County,25005,02790,41.67634156936728,-71.01638373387829,2928.64,59991.20,6119
e86624d2-7382-cf01-c54f-982ef1f9ed40,1988-02-04,,999-30-9470,S99982497,X07591476X,Ms.,Jessenia588,Alecia465,Lindgren255,,,S,white,nonhispanic,F,Revere  Massachusetts  US,424 Stokes Gardens Unit 44,Chelsea,Massachusetts,Suffolk County,25025,02150,42.362192462254995,-71.03959198085735,15284.20,1239973.47,12063
a4fd6dca-b44f-fc99-d7c7-af51a26abe61,1954-12-29,1966-11-10,999-52-3438,,,,Rema399,Nola814,Swaniawski813,,,,white,nonhispanic,F,Łódź  Łódź  PL,181 Schoen Ranch Unit 71,Reading,Massachusetts,Middlesex County,25017,01801,42.498237455674264,-71.06983069626489,26391.19,37183.39,71076
aa742139-495d-1f98-c187-5574c89173a2,1953-04-10,2015-08-27,999-54-6965,S99968306,X13083218X,Mr.,Dane516,Dewitt635,Morissette863,,,S,white,nonhispanic,M,Brewster  Massachusetts  US,413 Quitzon Vista Apt 55,Chicopee,Massachusetts,Hampden County,25013,01020,42.10723442168208,-72.59191965984363,120853.57,237356.51,32439
1ece1bb3-0e6f-0d60-9120-84e2a56ae4f5,1990-09-02,,999-72-5999,S99969379,X29832504X,Mrs.,Nereida276,Mariann762,Effertz744,,Boyer713,M,white,nonhispanic,F,Acushnet  Massachusetts  US,451 Borer Ferry Apt 75,Webster,Massachusetts,Worcester County,25027,01570,42.00583173490471,-71.87552275822591,147325.92,593744.96,41823
e176335b-b7d9-d702-37c4-589efc73fd83,2014-07-15,,999-98-3730,,,,Daniell603,Caroline183,Wolf938,,,,white,nonhispanic,F,Longmeadow  Massachusetts  US,852 Johnson Green,Lynn,Massachusetts,Essex County,25009,01904,42.445845948556205,-70.93036835986463,38506.49,1463.66,76501
457b1802-4d99-a04a-0a7d-dc2c0dd5ecdc,1992-07-16,,999-52-1310,S99985547,X90260153X,Mrs.,Lea264,Johanne551,Rath779,,Terry864,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,649 Goldner Trailer,Raynham Center,Massachusetts,Bristol County,25005,02768,41.907129216169935,-71.0748372239488,143935.38,992818.96,125497
c74b1fde-5527-e9c3-4097-548edb4bc68e,1987-02-13,,999-73-2803,S99948326,X19873978X,Mr.,Toby274,,Gibson10,,,M,white,nonhispanic,M,Halifax  Massachusetts  US,441 Bode Way,Whitinsville,Massachusetts,Worcester County,25027,01588,42.16610498402705,-71.64737762339331,140992.58,76227.01,153806
a5ef0c5b-47f3-d2de-74f7-f4b8f9c2e2d5,1997-01-03,,999-21-1495,S99940805,X40144030X,Mrs.,Roxie199,Dollie671,Langosh790,,Stark857,M,white,hispanic,F,Worcester  Massachusetts  US,815 Lind Parade Unit 58,Weston,Massachusetts,Middlesex County,,00000,42.38875362196932,-71.25976993564993,187986.77,256884.17,159944
46868a36-008b-60c9-8e45-4153c97a8cf8,1974-08-08,,999-22-3122,S99967785,X76869147X,Mrs.,Florence828,,Johnson679,,Jakubowski832,M,white,nonhispanic,F,Boston  Massachusetts  US,340 Konopelski Port Unit 13,Worcester,Massachusetts,Worcester County,25027,01583,42.24245500664142,-71.82551581583556,291832.72,727960.67,866726
51d90333-f2c8-b97f-65f7-f17cc3c44607,2009-03-11,,999-30-6213,S99965857,,,Morton637,Dana512,Hahn503,,,,white,hispanic,M,Lowell  Massachusetts  US,147 Gaylord Crossing Suite 59,Southwick,Massachusetts,Hampden County,,00000,42.02906545100924,-72.8171608177901,59845.96,0.00,46559
3489a884-3ddb-9e5e-d057-56fbaeca8c52,1996-03-16,,999-95-6807,S99932842,X64359321X,Mrs.,Eddie505,Kai187,Wilderman619,,Eichmann909,M,white,nonhispanic,F,Lawrence  Massachusetts  US,725 Romaguera Alley,Mansfield,Massachusetts,Bristol County,,00000,41.99340795438824,-71.26203060604496,120229.57,281980.30,69247
582596b6-e3e9-9e07-7dd5-451494d430f4,1967-12-25,,999-42-1545,S99932762,X21108769X,Mrs.,Golda777,Ema785,Moore224,,Konopelski743,M,white,nonhispanic,F,Revere  Massachusetts  US,173 Conroy Esplanade,Fitchburg,Massachusetts,Worcester County,25027,01420,42.56785512227531,-71.77887432692648,736591.01,137649.84,97169
dd633b3d-897d-d4fd-3fdd-3cc2bc50d542,1974-02-25,,999-79-5923,S99975756,X45669362X,Mr.,Edmund685,Donnie175,Kerluke267,,,M,asian,nonhispanic,M,Methuen  Massachusetts  US,507 Walker Orchard Apt 36,Tewksbury,Massachusetts,Middlesex County,,00000,42.63756873691128,-71.19293847631921,106895.58,25190.25,121427
8e9dfafb-14a9-a2c5-68d9-41cb88784dad,2020-11-15,,999-43-9436,,,,Lawrence741,Letty680,Buckridge80,,,,white,nonhispanic,F,Leominster  Massachusetts  US,290 Jast Crossroad,Taunton,Massachusetts,Bristol County,25005,02767,41.950595950377085,-71.13871797709815,943.77,21067.62,17053
f411f825-658c-4fb8-9da1-d37d5869aff8,1992-04-16,,999-17-4828,S99957053,X89486870X,Mr.,Joseph689,Laverne101,Grant908,,,M,white,nonhispanic,M,Northbridge  Massachusetts  US,934 Ratke Brook,Boston,Massachusetts,Suffolk County,25025,02116,42.37249058932936,-71.0198722376832,98551.29,45696.31,40350
